,Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,Latitude,Longitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownStreamLength,TotalReach,LocationDetailBAComments,SampleID,DW_AnalyteName,DataQuality,DataQualityIndicator,Datum
213,Lake Tahoe Nearshore Human Health,Lake Tahoe Nearshore Human Health,Lake Tahoe Nearshore Human Health,Incline Beach,NSHH-IB,8/28/2018,1899-12-30 14:30:00,Nearshore,0.1,m,Grab,1,1,Bend Genetics_Report2018.09.04,,samplewater,ELISA,"Anatoxin-A, Total",ug/L,NA,NA,0.15,0.15,ND,None,NR,NR,,,,,WQ,SWAMP_HAB_TOXCOLv1.3,NTCD,NA,Water_Grab,39.23934,-119.948405,Individual Bottle by pole sampler,NA,Surface,None,1/1/1950 0:00,None,1/1/1950,8/29/2018,1,NA,BendGX,NTCD,NR,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Unknown data quality,BatchVerification:NR,NAD83
214,Lake Tahoe Nearshore Human Health,Lake Tahoe Nearshore Human Health,Lake Tahoe Nearshore Human Health,Sand Harbor,NSHH-SH,8/7/2018,1899-12-30 11:35:00,Nearshore,0.1,m,Grab,1,1,Bend Genetics_Report2018.08.13,,samplewater,ELISA,"Anatoxin-A, Total",ug/L,NA,NA,0.15,0.15,ND,None,NR,NR,,,,,WQ,SWAMP_HAB_TOXCOLv1.3,NTCD,NA,Water_Grab,39.19875,-119.93201,Individual Bottle by pole sampler,NA,Surface,None,1/1/1950 0:00,None,1/1/1950,8/8/2018,1,NA,BendGX,NTCD,NR,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Unknown data quality,BatchVerification:NR,NAD83
215,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2013,Las Virgenes (44642),404S44642,6/4/2013,1899-12-30 11:00:00,X,0.1,m,Grab,1,1,WPCL_L-271-285-13MCY_W_CYTOX,L-271-13-36,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Total",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,"Concrete channel, no cobble",SLM: ATL reported 15:00,,Cpd low %R LCS/D.  HT.  Result from re-anal for confirmation.  Low CCV. QAO: verified against method criteria,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.16873,-118.70306,Individual Collection by hand,NA,Subsurface,None,1/1/1950 0:00,"Mekebri, et al., 2009",6/10/2013,7/12/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
216,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2013,Piru Creek (16493),403S16493,6/24/2013,1899-12-30 15:00:00,X,0.1,m,Grab,1,1,WPCL_L-321-333-13MCY_W_CYTOX,L-333-13-49,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Total",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,The water chemistry for this site was not picked up by the courier. The water chemistry was re-sampled on 7-1-13 and is in the WQ database.,See 403S34646 comments re: shipping issues- KR loaded to 6/24/13 date @ 15:00 but COC & EDD show 7/1/13 @ 14:45; liaison should correct as appropriate; WPCL reported 7/1/13 @ 14:45 for DOC (KR),,"Cpd low %R LCS/D, MS/D.  HT.  Result from re-anal for confirmation.  CCV out. QAO: verified against method criteria",BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.686704,-118.845469,Individual Collection by hand,NA,Subsurface,None,1/1/1950 0:00,"Mekebri, et al., 2009",6/28/2013,7/13/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
217,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2013,Piru Creek (16493),403S16493,7/1/2013,1899-12-30 14:45:00,Thalweg,0.1,m,Grab,1,1,WPCL_L-336-13MCY_W_CYTOX,L-336-13-18,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Total",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,The water quality for this site was re-collected due to a shipping problem with On Trac,,,Cpd low %R LCS/D.  HT.  Result from re-anal for confirmation.  CCV out. QAO: verified against method criteria,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.686704,-118.845469,Individual Collection by hand,NA,Subsurface,None,1/1/1950 0:00,"Mekebri, et al., 2009",7/5/2013,7/13/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",Walk In,RB,0.5,m,2.5,m,0.3,m,None,NA,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
218,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2013,Piru Creek (16978),403S16978,6/26/2013,1899-12-30 14:00:00,X,0.1,m,Grab,1,1,WPCL_L-321-333-13MCY_W_CYTOX,L-333-13-27,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Total",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,,SLM: ATL reported Integrated,,"Cpd low %R LCS/D, MS/D.  HT.  Result from re-anal for confirmation.  CCV out. QAO: verified against method criteria",BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.42319,-118.767716,Individual Collection by hand,NA,Subsurface,None,1/1/1950 0:00,"Mekebri, et al., 2009",6/28/2013,7/13/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
219,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2014,Malibu Creek Random Site 808,404BA0808,6/3/2014,1899-12-30 13:00:00,X,0.1,m,Grab,1,1,WPCL_L-288-354-14_W_Ana,L-294-14-17,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,None,"VAC,VMD",Qual,,,,All samples frozen upon receipt at the lab and kept frozen until processing. QA/DM: verified against method criteria,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.11411122,-118.7790693,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",6/5/2014 0:00,None,1/1/1950,11/13/2014,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,"BatchVerification:VAC,VMD",NAD83
220,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Centinela Creek,404R4S089,5/28/2015,1899-12-30 09:00:00,X,0.1,m,MS1,1,2,WPCL_L-311-15_W_Ana,L-311-15-17-MSD,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,10.9,NA,0.5,1,=,None,"VAC,VQI",Qual,"Concrete Channel, No Cobble",,"PR 109, RPD 1.5",QA/DM:Batch missing LCS dup for precision QC,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,33.98426,-118.41426,Not Recorded,NA,Not Applicable,"LabFiltered, LabFrozen",5/29/2015 0:00,None,1/1/1950,9/17/2015,1,10,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
221,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Cerritos Channel d/s of LB Airport,405M10596,4/27/2015,1899-12-30 14:00:00,X,0.1,m,Grab,1,1,WPCL_L-204-15_W_Ana,L-204-15-17,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,VQCP,"VAC,VQI",Qual,"No Cobbles, concrete channel",,,QA/DM:Batch missing LCS dup for precision QC.,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,33.81024,-118.1282,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",4/29/2015 0:00,None,1/1/1950,9/17/2015,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Extensive review needed,"QACode:VQCP; BatchVerification:VAC,VQI",NAD83
222,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Elizabeth Canyon Creek Lake Hughes Rd. ~10mi E I5,403WE1021,6/9/2015,1899-12-30 18:00:00,X,0.1,m,Grab,1,1,WPCL_L-311-15_W_Ana,L-359-15-35,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,VQCP,"VAC,VQI",Qual,,,,QA/DM:Batch missing LCS dup for precision QC,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.63193,-118.52977,Not Recorded,NA,Not Applicable,"LabFiltered, LabFrozen",6/11/2015 0:00,None,1/1/1950,9/17/2015,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Extensive review needed,"QACode:VQCP; BatchVerification:VAC,VQI",NAD83
223,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Piru Creek 1.3 miles upstream from Fish Creek,403WE0534,6/8/2015,1899-12-30 15:00:00,X,0.1,m,MS1,1,1,WPCL_L-311-15_W_Ana,L-355-15-17-MS,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,11,NA,0.5,1,=,None,"VAC,VQI",Qual,,"QAO:loading duplication error on samples collection,delete duplicates before moving to perm",PR 110,QA/DM:Batch missing LCS dup for precision QC,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.61359,-118.7798,Not Recorded,NA,Not Applicable,"LabFiltered, LabFrozen",6/10/2015 0:00,None,1/1/1950,9/17/2015,1,10,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
224,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Piru Creek 403R4S193,403R4S193,4/29/2015,1899-12-30 14:00:00,X,0.1,m,MS2,1,1,WPCL_L-204-15_W_Ana,L-212-15-33-MS,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,11.1,NA,0.5,1,=,None,"VAC,VQI",Qual,"Collected Duplicates for bugs, algae and chemistry","QAO:loading duplication error on samples collection,delete duplicates before moving to perm",PR 111,QA/DM:Batch missing LCS dup for precision QC.,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.417227,-118.78928,Not Recorded,NA,Not Applicable,"LabFiltered, LabFrozen",5/1/2015 0:00,None,1/1/1950,9/17/2015,1,10,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
225,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Piru Creek 403R4S193,403R4S193,4/29/2015,1899-12-30 14:00:00,X,0.1,m,MS2,1,2,WPCL_L-204-15_W_Ana,L-212-15-33-MSD,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,11,NA,0.5,1,=,None,"VAC,VQI",Qual,"Collected Duplicates for bugs, algae and chemistry","QAO:loading duplication error on samples collection,delete duplicates before moving to perm","PR 110, RPD 0.76",QA/DM:Batch missing LCS dup for precision QC.,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.417227,-118.78928,Not Recorded,NA,Not Applicable,"LabFiltered, LabFrozen",5/1/2015 0:00,None,1/1/1950,9/17/2015,1,10,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
226,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,San Francisquito u/s of Power Plant,403R4S117,4/28/2015,1899-12-30 17:00:00,X,0.1,m,Grab,1,1,WPCL_L-204-15_W_Ana,L-208-15-18,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,VQCP,"VAC,VQI",Qual,,,,QA/DM:Batch missing LCS dup for precision QC.,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.587394,-118.45117,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",4/30/2015 0:00,None,1/1/1950,9/17/2015,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Extensive review needed,"QACode:VQCP; BatchVerification:VAC,VQI",NAD83
227,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2013,Piru Creek (18093),403S18093,6/24/2013,1899-12-30 10:00:00,X,0.1,m,Grab,2,1,WPCL_L-321-333-13MCY_W_CYTOX,L-321-13-17,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Total",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,"Collected duplicates for Water, Sed, Bugs and Algae",,,"Cpd low %R LCS/D, MS/D.  HT.  Result from re-anal for confirmation.  CCV out. QAO: verified against method criteria",BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.69441,-118.856582,Individual Collection by hand,NA,Subsurface,None,1/1/1950 0:00,"Mekebri, et al., 2009",6/28/2013,7/13/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
228,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2013,Topanga Canyon (34230),404S34230,6/19/2013,1899-12-30 16:00:00,X,0.1,m,Grab,1,1,WPCL_L-310-317-13MCY_W_CYTOX,L-317-13-19,samplewater,"Mekebri, et al., 2009","Anatoxin-A, Total",ug/L,NA,NA,0.05,0.1,ND,SCR,VAC,Scr,,,,"Cpd low %R LCS/D, MS/D.  HT.  Result from re-anal for confirmation.  CCV out.  Cpd hi in LCS/D, MS/D RPD.   QAO: verified against method criteria",BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.069093,-118.586781,Individual Collection by hand,NA,Subsurface,None,1/1/1950 0:00,"Mekebri, et al., 2009",6/24/2013,7/13/2013,1,NA,DFW-WPCL,DFW-WPCL,"A,MD",,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,QACode:SCR,NAD83
229,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2014,North Fork Arroyo Conejo Random Site 36,408BA0036,6/2/2014,1899-12-30 13:00:00,X,0.1,m,Grab,2,1,WPCL_L-288-354-14_W_Ana,L-288-14-17,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,None,"VAC,VMD",Qual,,,,All samples frozen upon receipt at the lab and kept frozen until processing. QA/DM: verified against method criteria,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.21502247,-118.8789991,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",6/4/2014 0:00,None,1/1/1950,11/13/2014,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
230,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2014,Piru Creek Random Site 27,403BA0027,6/18/2014,1899-12-30 14:00:00,X,0.1,m,Grab,1,1,WPCL_L-288-354-14_W_Ana,L-354-14-17,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,None,"VAC,VMD",Qual,,,,All samples frozen upon receipt at the lab and kept frozen until processing. QA/DM: verified against method criteria,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.66254902,-119.0524934,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",6/20/2014 0:00,None,1/1/1950,11/13/2014,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,"BatchVerification:VAC,VMD",NAD83
231,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2014,Santa Clara Watershed Unknown River Random Site 660,408BA0660,6/4/2014,1899-12-30 16:00:00,X,0.1,m,Grab,1,1,WPCL_L-288-354-14_W_Ana,L-306-14-23,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,None,"VAC,VMD",Qual,,,,All samples frozen upon receipt at the lab and kept frozen until processing. QA/DM: verified against method criteria,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.26784539,-118.937814,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",6/6/2014 0:00,None,1/1/1950,11/13/2014,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Some review needed,"BatchVerification:VAC,VMD",NAD83
232,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Piru Creek 1.3 miles upstream from Fish Creek,403WE0534,6/8/2015,1899-12-30 15:00:00,X,0.1,m,Grab,2,1,WPCL_L-311-15_W_Ana,L-355-15-18,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,VQCP,"VAC,VQI",Qual,,,,QA/DM:Batch missing LCS dup for precision QC,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.61359,-118.7798,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",6/10/2015 0:00,None,1/1/1950,9/17/2015,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
233,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Piru Creek 1.7 miles down stream from Lake Piru,403WE0535,6/10/2015,1899-12-30 17:00:00,X,0.1,m,Grab,1,1,WPCL_L-311-15_W_Ana,L-359-15-36,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,VQCP,"VAC,VQI",Qual,,,,QA/DM:Batch missing LCS dup for precision QC,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.43957,-118.7591,Not Recorded,NA,Not Applicable,"LabFiltered, LabFrozen",6/11/2015 0:00,None,1/1/1950,9/17/2015,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Extensive review needed,"QACode:VQCP; BatchVerification:VAC,VQI",NAD83
234,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Piru Creek 403R4S193,403R4S193,4/29/2015,1899-12-30 14:00:00,X,0.1,m,Grab,1,1,WPCL_L-204-15_W_Ana,L-212-15-34,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,VQCP,"VAC,VQI",Qual,"Collected Duplicates for bugs, algae and chemistry",,,QA/DM:Batch missing LCS dup for precision QC.,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.417227,-118.78928,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",5/1/2015 0:00,None,1/1/1950,9/17/2015,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Extensive review needed,"QACode:VQCP; BatchVerification:VAC,VQI",NAD83
235,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Plum Canyon Rd,403R4S137,4/28/2015,1899-12-30 09:00:00,X,0.1,m,MS1,1,1,WPCL_L-204-15_W_Ana,L-204-15-18-MS,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,10.5,NA,0.5,1,=,None,"VAC,VQI",Qual,"No cobbles, concrete channel",,PR 105,QA/DM:Batch missing LCS dup for precision QC.,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.446055,-118.48921,Not Recorded,NA,Not Applicable,"LabFiltered, LabFrozen",4/29/2015 0:00,None,1/1/1950,9/17/2015,1,10,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
236,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,San Francisquito d/s of Power Plant,403R4S211,4/28/2015,1899-12-30 13:00:00,X,0.1,m,Grab,1,1,WPCL_L-204-15_W_Ana,L-208-15-17,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,VQCP,"VAC,VQI",Qual,,,,QA/DM:Batch missing LCS dup for precision QC.,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.572321,-118.46288,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",4/30/2015 0:00,None,1/1/1950,9/17/2015,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Extensive review needed,"QACode:VQCP; BatchVerification:VAC,VQI",NAD83
237,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Santa Paula Creek ~0.6mi above Santa Clara River,403CE0188,6/10/2015,1899-12-30 15:00:00,X,0.1,m,MS1,1,2,WPCL_L-311-15_W_Ana,L-372-15-17-MSD,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,10.9,NA,0.5,1,=,None,"VAC,VQI",Qual,,"QAO:loading duplication error on samples collection,delete duplicates before moving to perm","PR 109, RPD 1.1",QA/DM:Batch missing LCS dup for precision QC,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.35611111,-119.0486111,Not Recorded,NA,Not Applicable,"LabFiltered, LabFrozen",6/12/2015 0:00,None,1/1/1950,9/17/2015,1,10,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,MetaData,,NAD83
238,Southern CA Stormwater Monitoring Coalition,RWB4 So. CA Stormwater Monitoring Coalition,SWAMP RWB4 Stormwater Monitoring Council CY 2015,Santa Paula Creek ~2.5mi above Santa Clara River,403CE0156,6/11/2015,1899-12-30 09:00:00,X,0.1,m,Grab,1,1,WPCL_L-311-15_W_Ana,L-372-15-18,samplewater,WPCL SOP LC-065,"Anatoxin-A, Total",ug/L,NA,NA,0.5,1,ND,VQCP,"VAC,VQI",Qual,,,,QA/DM:Batch missing LCS dup for precision QC,BA,SWAMP_2007_WS,MPSL-DFW,NA,Water_Grab,34.37916667,-119.0633333,Individual Collection by hand,NA,Subsurface,"LabFiltered, LabFrozen",6/12/2015 0:00,None,1/1/1950,9/17/2015,1,NA,DFW-WPCL,DFW-WPCL,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Extensive review needed,"QACode:VQCP; BatchVerification:VAC,VQI",NAD83
239,Surface Water Ambient Monitoring Program,RWB3 Water Board Harmful Algal Bloom Monitoring,RWB3 Algal Toxin sampling 2018,Laguna Lake at Dock nr Lake Side Trail,310LAGDOC,8/20/2018,1899-12-30 11:20:00,OpenWater,0.1,m,Integrated,1,1,BENDGX_20180823_W_ATX,WB297,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.11,0.165,ND,D,VAC,Com,Sampled along dock,Samples send to Bend Genetics,,%R for LCS/D are acceptable.,WQ,SWAMP_HAB_TOXCOLv1.3,RWQCB3,NA,Water_Integrated_Horizontal,35.26597,-120.68731,Individual Collection by hand,NA,,FieldTreatment_Abraxis530010,8/20/2018 11:20,None,1/1/1950,8/23/2018,1.1,NA,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Passed,,WGS84
240,Surface Water Ambient Monitoring Program,RWB3 Water Board Harmful Algal Bloom Monitoring,RWB3 Algal Toxin sampling 2018,Lake Nacimiento at Main Marina day use area,309NACIDU,8/20/2018,1899-12-30 13:21:00,Bank,0.1,m,Integrated,1,1,BENDGX_20180823_W_ATX,WB299,samplewater,ELISA Abraxis 520060,"Anatoxin-A, Total",ug/L,NA,NA,0.11,0.165,ND,D,VAC,Com,Sampled along shoreline in calf deep water,Samples sent to Bend Genetics; Samples sent to Bend Genetics,,%R for LCS/D are acceptable.,WQ,SWAMP_HAB_TOXCOLv1.3,RWQCB3,NA,Water_Integrated_Horizontal,35.76078626,-120.9013546,Individual Collection by hand,NA,,FieldTreatment_Abraxis530010,8/20/2018 13:21,None,1/1/1950,8/23/2018,1.1,NA,BendGX,BendGX,A,,,NA,,NA,,NA,,,,,NA,NA,NA,NA,NA,,Anatoxin-A,Passed,,NAD83
